WorkTimeInSeconds,Input.Hotel,Input.Question,Answer.Q1AnswerPart1
6,Holiday Inn St Louis SW - Route66,Are the rooms of this hotel reasonably comfortable?,1
237,Holiday Inn St Louis SW - Route66,Are the rooms of this hotel reasonably comfortable?,1
3,Holiday Inn St Louis SW - Route66,Are the rooms of this hotel reasonably comfortable?,1
16,Holiday Inn St Louis SW - Route66,Are the rooms of this hotel reasonably comfortable?,1
121,Holiday Inn St Louis SW - Route66,Are the rooms of this hotel reasonably comfortable?,-1
23,Holiday Inn St Louis SW - Route66,Are the rooms of this hotel reasonably comfortable?,1
16,Holiday Inn St Louis SW - Route66,Are the rooms of this hotel reasonably comfortable?,1
208,Holiday Inn St Louis SW - Route66,Are the rooms of this hotel reasonably comfortable?,1
25,Holiday Inn St Louis SW - Route66,Are the rooms of this hotel reasonably comfortable?,1
19,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
469,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
126,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
5,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
17,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
66,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
23,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
26,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
419,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
5,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
31,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
43,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
4,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
14,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
15,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
241,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
77,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
7,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
25,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
13,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
31,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
9,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
3,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,-1
26,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
111,Hampton Inn Saint Louis - Sunset Hills,Are the rooms of this hotel reasonably comfortable?,1
448,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
12,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
64,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
21,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
15,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
5,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
9,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
3,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
17,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
267,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
27,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
216,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
24,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
4,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
10,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
16,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
101,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
64,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
104,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
22,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
45,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
285,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
217,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
268,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
5,Drury Inn Saint Louis Airport,Are the rooms of this hotel reasonably comfortable?,1
316,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
72,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
15,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
214,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
525,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
21,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
9,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
9,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
29,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
306,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
6,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
8,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
18,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
53,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
28,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
20,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
15,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
494,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
26,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
92,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
31,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
44,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
76,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
464,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
71,Drury Inn & Suites Near Forest Park,Are the rooms of this hotel reasonably comfortable?,1
21,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
111,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,-1
48,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
3,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
151,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
67,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
46,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
12,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
136,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
42,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
10,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,-1
103,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
127,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
203,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
146,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
7,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
3,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
31,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
89,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
31,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
47,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
43,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,-1
9,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
14,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
6,Days Inn Saint Louis - Lindbergh Boulevard,Are the rooms of this hotel reasonably comfortable?,1
5,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
30,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
149,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
129,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
560,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
98,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
296,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
9,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
77,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
12,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
310,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
64,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
18,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
295,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
34,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
4,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
18,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
42,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
16,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
122,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
97,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
11,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
84,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
161,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
258,SpringHill Suites St Louis Airport-Earth City,Are the rooms of this hotel reasonably comfortable?,1
24,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
11,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
87,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
65,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
21,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
235,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
127,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
12,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
63,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
235,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
34,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
177,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
5,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
24,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
29,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
10,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
84,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
492,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
46,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
10,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
53,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,-1
93,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
5,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
34,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
247,Holiday Inn Saint Louis-Airport - Oakland PK,Are the rooms of this hotel reasonably comfortable?,1
